address,amount
0x0899b7554a4badd10baffb12dffd26ec0e7f872e,150.9697892
0xb3651c3d9e7a00e6f90153c1fff7a2c10744ac84,150.8959618
0x130b9e8f112f36ece55cea9cd9346f62648fd13f,147.900437
0x1b1bb3cbb7e2c065efe941c54a20c117a5414223,142.9887613
0x022e8b09e2451f63c765fc60ab63bb32e8b2d2f0,137.567175
0xc3cb0159de22f963c6ab6fe9b9e523678ef020d7,127.5470942
0xb8ad83555f5816a42ca5dc32a2f7f808594668a8,127.2048253
0xa94fa5aa2543808f338dd9d5b63fb0f59d8ba31c,126.5788367
0x6abf013bf848e06161edff4642c4a40023d4f46b,126.1896436
0xef91330878de22fa1660ca392889d941348d4af9,122.6327868
0xb73026b6cfb81cd1d4e75f49b52345077da2341d,121.7960564
0xae2eecd39bb4200f1c1ea7c86b42a88836951edf,117.7642531
0x06b25d4214e1918ae7aa568231560bd8af07158a,117.0566204
0x7ea6d789a7d1dc88427ca344c60934f1511d8b5d,116.3288456
0x2a8dda8357147fdad36263592093f08ddfe849d5,111.0378786
0xb61fe8e8fd9400784cd1b5fc53ceeee91ea9f563,107.9420778
0x917f82bdf8d35c2bf3a00599dd0a721f7fbe5614,107.6703089
0x65b2e92e8ea87d5d448bda2398764e16ea2ee924,103.1938271
0xe1d973ac98462970736bdb1b19bb56cf85e3ba34,102.1065425
0xc1f1ec0cf7a384d5f2083bb154dfa6b814478e1b,99.5829559
0x1f4c8adc3624192e6bb471e58d40199cf1c1057f,98.15861818
0x9de7e82dffa70234ff4b8b5aa5a62bd9db328576,97.86860531
0x5db0c144931a10d49336bebeda2232a4dba3c21b,97.69777683
0xe45fcefba598a16d8f8470c49bf1a8cc5f0ba097,96.97261518
0x4b845923c02e24bf49b84aa9bb912df34007318e,94.83496447
0xe7685c087367b3e87f7947b3ddcca6d7439a3966,93.94646024
0x3f389b88aa16c57a763ece353baa0853e53d58b3,93.77816287
0xe4664efbf00b323696ab364e5889fe2d7b86455a,91.47861175
0xe786bd263d75682fa96c7f8d650e73a205ec3e43,91.13430052
0xf2da08f65ad5fcab16454cdeb5e9181d76b28229,89.34653369
0x4d11cfac9dc8d6900312ec489080b60d763ccde9,88.54075323
0x33406b9babb5b2f4969811a76ada763f5482dfc1,87.00748989
0x2f01a2ccb6aa5956baf943d2fbca8651b1548644,86.34745164
0x5c04aae76ed17a0954f757b01e26e7b4cc58292e,85.68812445
0x5c6613896f2c88fdeb06eed73f839977fc5806c0,82.23151001
0xec26c7e9df95ce32b6c9ae0a6f0ffff4c0bb6afb,81.67498627
0x226ea23c359aaeadc655e2dbb155b8168ee03e63,80.58648466
0x15cb7127ae26d90ebebf0d464210043314605c5d,79.22449297
0x85d362669ec9a4d5becbea15e0ff67b7b90d21a8,77.02799185
0xeaab134669727f1c89894592aa6b06fc5238ae86,77.00874052
0xa1176aadfad08eb78433d3549e063a3df3af750f,75.97768592
0x306e98287bb063a0079cbf610f36ec4c906bb620,74.30342836
0x6bd072096d214cf9058197b39b9c26e4632c06c1,73.77735283
0x17fbcaee8d2967084d28c159b46567c0d57f5dee,73.29098826
0xedcf71f596e716767715bb5255c1c0567affccfb,72.85705181
0x2fdd6197ae29be5dc588e10a98ded16faf8c695d,70.58767382
0xe487f3ad3b21c30a4b3310cdf415e6fe149f6011,67.55385008
0x51b509d43aa0f0841b50ab695c61b10c39c867f5,63.07728982
0x6f4bb8f269c63b49bd050f553c7829c7bacfd2c5,59.39576679
0x178d6187de0f3c07ecf3e48589642f6c85b517c7,57.50735913
0x72ee682836485fae2f4dfc52b0b4d1cc1b3a59a3,57.42362544
0x9b8dde30d282c93387cbf1f486782d266e954623,56.89679941
0xa7945f6d7351f863d9daddb18458de8ed0cf2314,56.70907652
0x442f527bccf5534a26f278e04d3f64e278170622,56.39045836
0x2435e2d18c125fd8c738085f4318d3faa64f0d8c,54.3998385
0x07bc5c768e3b810eeb0d848f0cb049181092be2d,54.02955834
0xd595793cf643fb45f8c3b1b14600b6023d339699,53.67895331
0x064d6a2509a9171b65c75f2392729da1a32c102d,52.9916646
0x4c46ba400a07f36a617d0dca2ef5fd6819d860e0,52.62610433
0x55a74f988c31cfff4373e4f60c4f88e8991b819b,51.90928747
0x90103f576e93d8989bce9db7a14472da714e502a,51.40261203
0x62f659e989de8fc535dc414f5f64f6a90a864648,49.89762123
0x90d1aaa3bcaadfe964800664c290ecb12ac775b2,49.75783008
0x875d956b1c2e86e3d2175ae7ff05aeaa2271328b,49.63889059
0x65fbd389d4a06c310a72ade2d76b71e564ec9a90,48.64400536
0xeefc9461cfbc0996bd12e3c717d9b184eba67201,48.41791521
0xf76dece54a38056c7667ee9eaae6426de23fa3e5,47.92141964
0xc4e7c73495f22418df641719b132d23810389679,47.60246998
0x9a28f482fa02741bed27f6ff353d81a096abab17,46.86250071
0x13468c3e2924d286436d06cd0f4440622a88100b,46.80499182
0x932e4bd5f5178fcec487ee70cca285bcd2a87395,46.64443486
0x09a082657b6cd929a37cba1b272d187477a8de69,46.39726141
0xd008944c7f703ad9542973900c4a484e29a2418f,45.34976485
0x122dca19f00dad636a2e34547f4399f4b8104cc9,45.1375518
0x8b37616543b6f1c74852f36c1f0d983e96cf80fd,44.54038067
0xcc3e1430533b1fbe0024e7c0030846687f2127d7,43.92142739
0xcb4b323510d3f597612bbfb0f34f794ffc552b94,43.27148684
0x56924f45670fecf96baa07cdd78dd71f461c6f29,43.15975539
0xf22fb51badb4c99a6ff19fb6b440d7a64fcf9b21,42.36803196
0x9a2e2fa8a3c622e8293b3c76dad28044ca876e4c,40.57217558
0x346aae7a313e95ff2fdb33f31e7e93ad7e9fd2fd,40.29392741
0xd355d1b5070c63bd11f6680b05a9eaa4dea84417,39.74298957
0x2b31fed8b8c549d896002694501b8ddd5fe418a0,39.69689224
0x8aad9ed3838d7f78d824f0efeaf55ef01582b79d,39.61326642
0xec06e0462cc626f83b6107b18c8a3e17b5d93a37,39.01461675
0x2aa4674d3d86edf7fb2947ba4e78fb42015fbfa5,38.79452802
0x7cf9fc2b64756aa4fb86f06bb99121a2294e46bd,38.76865438
0x4a33f0398c79a7b24f499b63f9173388639e35e1,38.74652061
0x9ce2268d5078c3bc33524760242463c29aae469f,37.31865006
0x9018ebe7e6402092ce41a0ea48a7ef36b87cf6d7,37.13560799
0xc61989dbcaad6802efab8bfa058c7f7412c35710,35.94687471
0x88089db303e0f9c65a0460eb397d632dd03a4057,34.87040864
0xd1e9f57b69ef9d8eae567c6a0d30b86b840446dc,34.73735427
0x7cf481c6327130031df4379095e2c0d0670992c9,34.26652655
0x88df90bc89d97d9db3c45e92366b2f6a7720f172,33.72267951
0x483716bb96b83a31c7bd96330177707fdc27e132,33.61357987
0x2e32197fb8561f985b90d3077bad32e1a884ab20,33.56885828
0x1b99825affaefbfa43e666da300d99cdbdbbc083,33.25153607
0x930c3627f884753fa4abe7258d464495865019e5,33.14506069
0x4ba1061735a22fa2ecd05eb020f4d9f6d38fae13,33.00227616
0xaeaf780e42ade07c8df79ed0f060fff493b535ae,32.60018425
0x7b56dfbd363abc08aa6af2e4120ed92e6ba6f8df,32.46675356
0x78ebd73ed59d576eb53f601cc6e7d00abc489994,32.03402255
0x68862cbc3883d6f4e39faa4f1b089fe9a5674cf5,31.91164383
0xab25e8828bf80605bd6a5aa94a164d2526011a4d,30.03951624
0x2ef0e1b3f6101f88cecc6e8631280010227d38d5,29.77264855
0x8539905e49b849d4cb9d8fafacc553c35515671b,29.74064866
0x690c7cdb4db2e8c338848f8f533c17154ce9aa37,29.31022938
0xa96d0c4a469815bf774de3a276ae096313c23cbf,29.24568602
0x7ec6d154e594a31c63cf320cecba11569b4dc5a7,29.17330217
0x903652c7d0a33fec06cb06d90bbb31e465f6b0fb,28.92625892
0xd3303042a520d0a02266ec414f1775df8bb15030,28.45818475
0x2bfb186df6da394f57ea6ad6b37cae6d72fe8cb2,28.4441068
0x6e646ab5517596e64db6cc32969d24719fd81fa6,28.29384046
0xcd94fd11393678449498af908409060881de2d79,28.20526778
0x12cea234663c29faae966fb522807fd2a73b5d6d,28.15350222
0x7a9e8bdca7764209937cdcb2603b349754d97747,27.71705055
0xcb08276e26bbff2c828ba72296be52470d44f802,27.37893582
0xc020b4f51b959c2e61d3a9fc1b1f1d176b0bf151,27.20440184
0x511abd4314997988ae9ee1793e52cc9a0047310e,27.19246582
0x017c816477b794457e5c86e098c972da6f9479a6,26.72753353
0xb5e533851d53037be67b2fd6cc4c0bb39c5f54e6,26.42555776
0x377995ca16a601b296e77a3fed0f4730e01af481,26.39374183
0x621c59fe602a025e5d4ab263f379f9b671784f91,26.01437904
0x3c3afe6b058c0e140a23a32d46a8e9ebf5721107,25.72872384
0xf2c97dca5d3c03786a5214590d22bd52d8cd0890,25.60162246
0x0614c92a7ae91840954d9830805bf4792ee75863,25.57010824
0xdd0ec0a8ab26eea61038026802cabb3125035f76,25.15307582
0x902992dfc4dc7429eb6efe56e2deb06ca438885b,25.07818599
0x5dacfe6defa271820bac3640bc419a7ce73aee42,24.83043631
0xd3da6772e51acd1d4da063a813b7ec4569e6a401,24.41703964
0x880e55091a96c82a786784a3dccdae6b5874f426,24.32690961
0x6b8c6cc1cab7c0eaa3ce9b831dc6fbf18bc7e2bf,24.28269595
0x5e9ba163399091a0b6ce3650c192bc6d9124310e,24.27076139
0xb290de7c7dcb9c1c3fea2dec242b6a8e9457a170,24.06867376
0x13842fc6843b9746ccbea2d23b30ea5d4c70e3ed,23.92499665
0x28f7c29f0cb2ed7a4be2c815dbf5a44da7c6fb84,23.79622165
0x6d8e31ca685cdda8235a982ea029975dae435169,23.79592385
0x941219a9602b9f5c5a842d2f1267db7fead73ce1,23.71149917
0xa73a8f07a5b66d23d5912901791f077b2f67a83f,23.7076858
0x33c186504da79f268e7802ebb4745d514fef8c42,23.50174017
0xee9a71a423f676950e42c1a66198d761e64ee284,23.36630097
0xd1d10ff592ef8d7076d12da9e1aba842512955b5,23.20973269
0xc8350218f9c5fad2e940e4e18c7e4f57c2ed38f5,23.06986271
0x5e04a16f103da15819be93de60e81c99848b7821,22.985231
0x6bec371fc080a4523586c0098907e6bda89d00bf,22.95584498
0xf0bfe773709b31928a0cfca7d549b3b7ee0d4c59,22.85582481
0x11a49fe3ef8580d0671404a1285381e90d6ba962,22.75114331
0xf707e45ef4e8bdcdf9d7b32086d5a6b79ce20e46,22.54608953
0xbf25fb67f48b77bbc243c2c7054c52d0f5cea784,22.51416325
0x610da98b739e62231a8a2d2d5edacb67a8284bc4,22.46288302
0xf81bc2d32e78a4c911228c3ba0ca66049bede015,22.34575755
0x6ccf51bdd25cda6e9b383f283f26b94aceb01f47,22.16524172
0x77daea0bfbaae6381fee0f77d19dd0c543a32d25,22.11286638
0x0d0ecbb9266071401a76d6af58ea6975f93056b0,22.08200568
0x857af621d18bcca7418d019a604a78fdcb6aab6e,21.94303448
0x42e5d4708c14b8df8141e3303acc259615d26887,21.81836827
0x7b5ca5cf14d10bfb6dbc9ea24d19ca785144dc59,21.54787321
0x3414237f19aa69cd8f7a58ff86ff13324146c419,21.5460038
0x8c6c71941b825a3e6bf32e5fd2a4e271b4ac031a,21.22927791
0x00cfc957378065649904bf6e7fccb1d9d67cb7da,21.16931978
0x8c9ff954a28bc3b5798a09550502e0196dfadd03,20.9291483
0xaab970e223738321b5252437a13d213b33bbf5b8,20.83018068
0xd1e693d835569f8aa8447b73c96f39b0025c7f28,20.64477719
0xdeb102f0dc372bc6a60977be6ee02d14ed169ed9,20.50748816
0x6440d7b9dbd971e1a0f29e7387014a0680830424,20.40161756
0x9e6ac5f5bfb6604d895eb36b5d3a4c7de24a65f8,20.31507257
0xed25c80ea42d596e208142e527eb337b09669bb9,20.2259718
0x13bf225e4d813833ca278a4381f3fdee8e9d1d8c,20.19753494
0xfdb1f085f5f07a1231d36839efdb6ef243f8f684,19.9838453
0x6dda087dd843efb5716708b98641f29b5fec832f,19.72339892
0x7ee5fe532319c4c9babd178549944a3e03717cf1,19.66009434
0x8fa8f9cac83b5dd250c9b03a8897c1035332e6c4,19.65728937
0x3a514492580cccbe339b86d9df7f6772d02f515a,19.6226092
0xe878f418453910377f18fb7ae664c0ffd8231608,19.606825
0xb08e7b875a2fccffbc359c6e54049cda65c1f1ff,19.40030592
0x9f9b5d86f1763821cc4f89171e2194a76fb6ea24,19.37998585
0xb58be0186fa18442173b80697019e9101fedd284,19.37275003
0xafbf507a772ec26a98afd93fac141d0c98916253,19.31129845
0xb1aee9a9a354334acc3bc9fdb0b20af3a09f3b4e,19.29203479
0x81a34f2181751862e5bc577a9d3f103571a7c539,19.28743647
0x8a35d0e99785fb55b46b76ec096280e723436da9,19.21763514
0xfba5bbc7d26598f2b68fcfda24e243e3e37f0ac8,18.96493309
0xfcaf51eb9bf9be766cad94ce889da8f1514f3e78,18.84910639
0xb081f3eec2ffe886099969e63d1d553d7dfd17f6,18.78054802
0xbdef6c8c958ae8b913fb010e8d22d7737799c3e4,18.71001246
0x0f8b32c2d3927a93bfb09c282a3d754ec462eb23,18.46840737
0x6f40df8cd25dd0113e1d913ab4e54ba4b7034263,18.4677557
0xa36379f43ce7fb05365ab40301d1ffc369f6729f,18.4164524
0xeaff78779f65a953fa20f48c09d56eac6b8dbdda,18.23278633
0x467792f4c18d2de26464437a972473423d5bc9fa,18.20793099
0x7463736722ae479033608e6a0a396ced078f8a3b,18.01572325
0xc6d21301be6f255051b6d249de40afcd348096a1,18.01299056
0xf1686e1e5ed744b9c238fb81ccf6f1e9ad0f0f46,17.63017346
0xa66785c796a13e33673c384fb1677885066487e5,17.62725051
0xb2279468e58b5876cdd89a14ee27461b7fabe587,17.53087914
0xf8f367329271ffa7326150a6f4b2d776eabdfe4c,17.49366029
0x5c1bb3fd8b11cef58140458abcbdd4e17e9b17a0,17.38529808
0xdc6d51126dedccb6fad9fb2e4e85596825690280,17.06671891
0xd5dfb2ce951c43cb00ecc1534eb64cb03acd75d3,17.03076509
0x13cd1a909dac58be6ee12825d8a67d1a54240c94,17.0123201
0x35a910cb4c05f2988e523d6294115bdc62760f48,16.99689558
0x8c508a07a78623db0b80661afb2943c69d7be24d,16.66668519
0x58f568f3cfe13c3da9436b2875ec77ce1df4ead4,16.65239096
0x1e3303ed21c286afc795ff1dc1b731051de27b00,16.63793412
0x33b79c90b271a049be4dad13aa9a18c56e823650,16.47747412
0xcfe0b253df1aabb7f8b47c37ea2ce878f706b75f,16.42019623
0xa11bad1308750773fb09827a10c10574cf8cc08b,16.2949867
0x1017a181febc9c0bbbd6eefc4e3ca3e1bfcdd389,16.27796308
0x17aba0bfffd65996f5ed7b0ae7baf28092d85585,16.2635092
0x97d8590ef15b8e52022163db274f15dc54e23897,16.19817101
0x75a822202c65e8be9ef4842af54ddd69f9cbbc46,16.09445253
0xdad22da155715b593344b2f97b42a1c1d1d23b19,16.05773485
0xbd3171c3675747b86cecb6fd857231b7f76a52d4,15.99873939
0x57a54ac33198d3813dce3493f631ab8536366795,15.96695977
0x4e04c8435cec5bdf6892b675fdf1e1d1c1213e10,15.89191378
0xd814ee50b499dd4b500b28a489ab7a723f0694a1,15.89037952
0xaa21e97a64336516af685bf1fd50c4097ba72f31,15.8672083
0x5c3e46dccaaee78a443cc5933d363a2898bcd00a,15.69961965
0xb303ccc2d42cf3d1f6a1397f21f045ae8ae261c6,15.67785871
0xcfdca097b889c4d3243679f95e5a19d798078513,15.57048992
0x8bf18f11021d7fdfc0d027e3b3f32e2f3f9e6adb,15.53371274
0x9e9a7029414d23175daad77339337c623e4ec7e0,15.52784169
0x9eeaa69ce52d006be3553e7f6957e769e95e8b03,15.22003157
0x7f595f3b7e81994cb1ad7039e0ec4236336dbe46,15.22003157
0xa9d5489708b03ee5a914faf5436282c64c31a703,15.22003157
0xfea461458d15a629bda2346644182226271d8f8b,15.16674118
0xf4470bf302dd5dc37411b36989c0a37aae2a52c1,15.06230946
0x422497f052557f5ad3221daab2bd4a3bc406d115,14.99897064
0x567786cc11a3e2013070f5a858c27a7d32a96a84,14.99071764
0x1997f3708dcc8a956476aec6c788bff7284c5874,14.93779148
0xced321cf0b70cd5285b53da787b5998540e412b1,14.92457792
0xd917b4bdb53f6f1c20e6c6d734e8da849e6391e7,14.91533887
0x6b5423d163265b237ad8cf3b7c467083b2196675,14.90686961
0x35c6a957af2a43ec4be1e9f9ae2587b49f1f067a,14.85545297
0x0abd6f3861f526db831fe664d4cd0a34126d2970,14.76294546
0x51c81ae0058b487a17a0505eb982030018ada52a,14.74862364
0x4e91d250b0d19823e72c852d04fc34288bfec4b9,14.74506354
0xdf3a10d0582979c59cf8e41d9c67f542e64c41f4,14.69987307
0x4cd54d6779356987c8cce0f045d438123e2ef3c7,14.65182843
0x4f153cd68ffe7d36d7b4bc0da02729787d3ed0f2,14.65137041
0x18b056df51523bc75fdfdbcb2cb834e591c07370,14.6484698
0x6b63e3b50f6edd37da3d5cbc821b03a70cc1e6ab,14.62096496
0x6bcd5482a3877251a166d029ff2c0919ec1a7195,14.56254749
0x78bcffb5a3dc4ee1c061ce1827ec73a16e497b4a,14.54522035
0xd3883acbacf2c2849ac94af0253e29b030d7ebef,14.44911429
0x68328cd51ed6bfac9e0ab46534436981ef79cc08,14.21523606
0xd073f51f811ce1f6808bbc82482b21f76c8ff927,14.20713417
0xcd0177dfa4c21a2c27c31b36fa8ea92cefaa0433,14.20281245
0x73d99b152b67e323d7a014993837c3744b10a8d5,14.12159633
0x2eb09f9c994f6367d5fb1ae9ccff62622dc2f64f,14.08872768
0x77fba65f8b34082f305fb516174627c774569752,14.01372566
0x094f33288241d8cdb614fd6cd3402a5f0166b1e8,13.94947634
0xd1dce2c9306898f707d566469851f4814df00d5a,13.84718186
0x3b33f6f5a597c78f0b9c093db89f423c5befa726,13.83969289
0x5175f768bec3b96ec4997d3e008d0e70f5e66fde,13.79640329
0x4cd6cdc6c3a319992bea28fd07cb1f74ef2976c1,13.75788361
0xb2ed2e410710d265bac6a9a83966303bb50465dc,13.42003795
0xbfd579f1ac54b42ae302d6e0c3bc2e1ccd6ff7c0,13.38457474
0xbfb4bfbe353cc72d994f526914df5ec0e86e4020,13.29901798
0x6aa0fd753e7c7d5012c95b9f62855f9a69bd40d2,13.29358219
0xf5d74fb441c86175446ec6bc251f4319fe06fc20,13.13807332
0x7b76e359cb9017b2d8367e5527b01a08853490ec,13.10150014
0x25996fc6114ca62b3d5f525f3152dff40222991c,13.04908397
0x927017c630dc88c5c27e31d50caf659da46069c7,12.98948969
0x3a3ba905b455aaedc11b92d2f0bcfc2e83d2e1b1,12.95615848
0xb226de03ceb293979ff5b73be432d4b0b6f55a74,12.86831567
0x5d483069d23717910d39c11dcc8144f0e771bad4,12.72716891
0xf025d3160e40572f0dbbf0b5a4fcfb05460d675b,12.65421688
0x6a429e512fd0278a618e9df8f2473a3971623f7a,12.6533436
0xb58cb4d6bc4df0b66c44ca0b1fd0ca34d65da77b,12.49871359
0xf9b49c534efab76dd0ed829ccb8943fe98ea0e0f,12.31839102
0x915f19054243caac3e7e05bea3917f1eb5c951c1,12.31839102
0x3082c831bad6c3fd95d4198a653eec05bdd63324,12.29578536
0xae49fdc7023c18955ad689568a757cef883adb6a,12.28344788
0x36fb054910139abf741448972ffc4f3290e1c432,12.25641396
0xdf03619bbd5fca0deb90358e8ec8663fe5458542,12.24688172
0xfaa68528e2a35518826fe4a156f373f6424730e5,12.24688172
0x00d5eddfd15aa29e13af8adf2c60008604e7a64f,12.11276496
0x2dde5ded4e6fb789c03b8e99da9b2d76af7066f7,12.09723218
0x66e0fd185c64dcac1e52e38fafd5a5955682fefb,12.04352681
0x2bbf3cdaddeaba024b4348675503db828b55edc2,11.95500231
0xd8da082a33804a73ce4f1ff04de46ba9e5a28f51,11.92422904
0x52cb9abce47099ad32ce2cd1bf3dc0af3054a6a6,11.80355727
0x105c170d607dcf85a06840db79f80ec3215833fc,11.80056362
0xd21de1ad65beecfd1c71caf879a358ebd2277138,11.78853177
0x855eab2f0641a24419d3a1fa056f82bf5813ed8a,11.78535359
0xf5bb9f8d0fa3ab3d14e322a41fe41d8648b8f728,11.64632151
0x6430855612a72257863ed15bb4b70bf4e8912b4c,11.63231574
0xf980b8843eadb376455a127fcc01fb5e099cdab0,11.39203723
0x6d366df0a1f59da27d997288445f563db844e411,11.37083335
0xe9f8993a8903830283343d118192a753633b2611,11.35330425
0xedd2b985e6afe5661be22492eddfb56f790ff9e2,11.2993386
0x15c189595705edf521b691d5a1ce21751cb8e386,11.26781718
0x0240fc52f50ff48e9a2cb93298b42eabcff37a25,11.2650891
0x0defbdeacd923be23f7e839ce4d5926dd243e588,11.20377702
0x7d23bfc22230de76e4c1191510cd9a0d8295df75,11.18115995
0xd799bc371d5767ca06e77651dc237061c5a6e4b4,11.09382842
0x1d427a023476660da0c6be2722c085bd410db194,11.00074021
0x97a7b85a6683ffaea742a2e76684e9620e9db482,10.81549909
0x721e03b3b0eb815be222d46344a0263de0f1b9a9,10.7603068
0x87230eb7b1eb8b6d551e3baa190b3ab9821318ee,10.7389667
0x566c600f87fd0d15fa63fb845bb681ed132d0387,10.61150119
0xc392545bff01f9044b7e48a5b69cf5da7fcbd92d,10.56803566
0xb553ae1d056ee569c120c0fd6c466d5db908c1fb,10.54485482
0x03ed48b4d722131bd5bcc2266a503eaa3524b750,10.38032458
0x919db9ccf6ff992b0ed0d3f317afd007ab99ef75,10.34718593
0xc6ea0d4c994d528da85e4a9d2922583c15e9b5d1,10.32644458
0xefa58a542b7e6ac52c5891cf9d4f6297ff3f7d5d,10.30385751
0xdbf8a1e8c4e71575d45774b4b36b2c77004e0167,10.27529982
0x6d50132307c1ecb94dea86f3b46b0b2c026edeb2,10.25074485
0xd841bf7204a58918b8cadac6e4adeec107566dd1,10.18601607
0x0fefbee51880f058beb670d0ccadf19b12511908,10.18547913
0xb2a43311c4b0f0b539f119bb6c8900f68f215dd0,10.13618025
0xc0d6fd508413e4a9f12d0158735162edcf08e3ec,10.12045542
0x14268131324f89f630a6b37a5545dc7d0f936bb0,10.07507094
0xada2a78b8c8a57a885eeecd75156382499b284e3,10.01578895
0x905cdda7d67420d68eeb2764804aa626d301b358,9.988586447
0xaaabf518a353a8795c695abb1b828bcdeb2fed28,9.878737698
0xae0b252fb55248ea7b42237107b4d4e001c1b7ca,9.754985145
0xd0dde6021e9a59d287006a9d2ff74d4f3b4bd649,9.692982417
0x7e3350e0e714535af8904b86f9e15db6146a5f19,9.657211377
0x03ce67840f32e034644e423dcd9b590160fd0973,9.606773463
0x919bb5ed53f88a2586cd5a778b168e7df90ebcdd,9.527543675
0x637cc92b05821fc4d8e4caafc56832fef1ed22fe,9.504608071
0x0a02044cc97b32e77f86152765f1b91e0e121468,9.49810096
0xed96b9c5b0afc1949dbae460c2373ea4ba0a416a,9.480010533
